,stationName,dataTime,so2Value,coValue,o3Value,no2Value,pm10Value,pm10Value24,pm25Value,pm25Value24,khaiValue,khaiGrade,so2Grade,coGrade,o3Grade,no2Grade,pm10Grade,pm25Grade,pm10Grade1h,pm25Grade1h
697,종로구,2019-11-08 03:00,0.003,0.5,0.013,0.024,81,57,15,18,77,2,1,1,1,1,2,2,3,1
698,종로구,2019-11-08 02:00,0.004,0.4,0.018,0.017,59,54,15,19,74,2,1,1,1,1,2,2,2,1
699,종로구,2019-11-08 01:00,0.004,0.4,0.022,0.015,66,53,19,20,73,2,1,1,1,1,2,2,2,2
700,종로구,2019-11-07 24:00,0.004,0.4,0.020,0.018,48,51,16,22,71,2,1,1,1,1,2,2,2,2
701,종로구,2019-11-07 23:00,0.004,0.4,0.021,0.018,50,52,19,23,72,2,1,1,1,1,2,2,2,2
702,종로구,2019-11-07 22:00,0.004,0.4,0.023,0.017,51,53,19,24,73,2,1,1,1,1,2,2,2,2
703,종로구,2019-11-07 21:00,0.004,0.5,0.024,0.018,56,53,24,25,74,2,1,1,1,1,2,2,2,2
704,종로구,2019-11-07 20:00,0.004,0.5,0.022,0.023,58,50,24,24,72,2,1,1,1,1,2,2,2,2
705,종로구,2019-11-07 19:00,0.004,0.5,0.024,0.022,60,47,24,24,72,2,1,1,1,1,2,2,2,2
706,종로구,2019-11-07 18:00,0.004,0.5,0.026,0.023,52,45,25,24,72,2,1,1,1,1,2,2,2,2
707,종로구,2019-11-07 17:00,0.004,0.4,0.033,0.017,45,44,23,24,72,2,1,1,2,1,2,2,2,2
708,종로구,2019-11-07 16:00,0.003,0.4,0.034,0.016,44,46,21,24,72,2,1,1,2,1,2,2,2,2
709,종로구,2019-11-07 15:00,0.004,0.4,0.034,0.015,46,46,26,25,74,2,1,1,2,1,2,2,2,2
710,종로구,2019-11-07 14:00,0.004,0.5,0.034,0.016,51,45,30,25,74,2,1,1,2,1,2,2,2,2
711,종로구,2019-11-07 13:00,0.004,0.6,0.031,0.018,54,42,32,24,72,2,1,1,2,1,2,2,2,2
712,종로구,2019-11-07 12:00,0.005,0.5,0.028,0.019,45,38,26,23,69,2,1,1,1,1,2,2,2,2
713,종로구,2019-11-07 11:00,0.004,0.5,0.023,0.019,42,36,24,22,66,2,1,1,1,1,2,2,2,2
714,종로구,2019-11-07 10:00,0.004,0.5,0.025,0.015,31,36,18,22,66,2,1,1,1,1,2,2,2,2
715,종로구,2019-11-07 09:00,0.003,0.5,0.020,0.022,29,37,18,23,69,2,1,1,1,1,2,2,1,2
716,종로구,2019-11-07 08:00,0.003,0.5,0.015,0.029,35,40,21,25,74,2,1,1,1,1,2,2,2,2
717,종로구,2019-11-07 07:00,0.003,0.5,0.012,0.031,40,41,26,25,74,2,1,1,1,2,2,2,2,2
718,종로구,2019-11-07 06:00,0.004,0.6,0.013,0.028,44,41,28,25,74,2,1,1,1,1,2,2,2,2
